text,keywords
"立足于 "" 机器 能否 被 骗 "" 的 命题 争论 机器 诈骗 犯罪 是否 成立 存在 理论 前提 上 的 困境 . 在 法律 关系 属人化 解读 的 视角 下 分析 机器 诈骗 犯罪 具备 成立 的 可能性 , 行为人 通过 提供 或 输入 不 真实 的 信息 资料 实施 对 机器 的 作用 可以 实现 对 机器 背后 掌控 者 的 欺骗 , 由此 非法 取得 他人 财产 的 , 仍 可 归入 传统 诈骗 犯罪 的 类型 . 机器 诈骗 犯罪 的 成立 应 符合 一定 的 条件 , 在 理论 和 司法 实践 中应 着重 区分 机器 诈骗 行为 和 利用 机器 进行 盗窃 的 行为 . 在 我国 现行 法律 框架 和 刑法 理论 下 , 没有 必要 在 刑法 中 增设 使用 计算机 诈骗罪 .",机器_诈骗_盗窃_计算机
"文章 简要 回顾 了 作者 近十年 的 建筑 实践 道路 , 聚焦 于 实践 中 关注 ″ 营造 ″ 及 "" 情感 ″ 的 因素 ; 强调 将 激情 贯彻 于 设计 及 营造 的 始终 , 并 赋予 建筑 以 生命 的 意义 .",营造_情感
"金泽荣 是 韩国 近代 著名 历史学家 、 诗人 与 散文家 , 1905 - 1907 年间 , 他 与 俞樾 交往 持续 了 两年 多 时间 , 这种 交往 是 高水平 的 学术交流 , 并 对 各自 的 学术研究 均 产生 了 积极 的 影响 , 本文 主要 论述 他们 的 交往 过程 及其 交往 的 原因 .",金泽荣_俞樾_交往
为 解决 茄子 连作 病虫害 越来越 严重 问题 ， 利用 与 水稻 轮作 减轻 土壤 传播 病虫害 。 根据 当地 的 气候 特点 ， 通过 季节 茬口 的 合理安排 、 科学 的 栽培技术 措施 和 田间管理 技术 ， 达到 茄子 、 水稻 双丰收 。,茄子_水稻_轮作_栽培技术
为了 更好 地 进行 民间文学 理论 研究 ， 文章 总结 了 建国以来 民间文学 理论 研究 较为 落后 的 原因 。,民间文学_理论_研究
本文 通过 对 龙陵县 县情 与 全县 林地 情况 的 调查 ， 分析 了 存在 的 问题 ， 并 在 此基础 上 对 龙陵县 林地 保护 利用 提出 了 具体 的 保护措施 ， 为 林地 的 可 持续 发展 做出 应有 的 贡献 。,龙陵县_林地_保护_利用
"通过 对近 35 年 我国 荞麦 育种 成就 的 回顾 , 指出 荞麦 育种 存在 着 目标 单一 、 育种 方法 落后 和 基础 研究 薄弱 3 个 问题 , 并 提出 相应 的 育种 目标 要 多元化 、 育种 方法 要 先进 化 、 基础 研究 要 强化 的 3 项 对策 建议 .",荞麦_育种_成就_问题_对策
"和谐社会 是 差异 基础 上 的 和谐 , 它 追求 人与自然 之间 、 人 与 人 之间 的 差异 与 和谐 . 实现 和谐社会 要 从 质和量 上 把握 好 差异 的 历史 、 现实 发展 , 从而 使 差异 张力 保持 在 有利于 和谐社会 建构 的 范围 之内 .",差异_和谐社会_发展
"  值此 < 安徽 史学 > 复刊 20 周年 之际 , 我 想 把 我 所 经历 、 所 知道 的 当年 < 安徽 史学 > 复刊 的 情况 写 出来 , 作为 一种 史料 , 以资 备考 .",安徽_史学_复刊_史料_经历
"运用 文献资料 和 调查 法 , 对 我国 体育用品 产业结构 和 布局 进行 研究 . 研究 表明 : 合理 调整 体育用品 产业结构 和 布局 , 大力 培养 和 扶持 大型 体育 龙头企业 , 以此 带动 体育用品 产业 的 发展 ; 优先发展 我国 健身 娱乐 , 体育 旅游 用品 业 ; 增加 体育用品 生产 的 科技含量 , 将 是 今后 体育用品 产业 发展 的 趋势 .",体育用品_产业结构_布局
在 园林绿化 工程 的 施工 过程 中 ， 加强 施工现场 的 管理 力度 ， 明确 监管 职责 ， 明确 绿化 树木 与 花卉 的 管理 目标 ， 有利于 促进 园林绿化 工程质量 与 价值 的 扩大 。,园林绿化_工程_施工现场_树木_花卉
探讨 了 如何 充分发挥 城市绿化 的 生态效益 ， 防治 环境污染 ， 改善 居民 生活 环境 的 问题 。 指出 了 目前 城市 建设 与 城市绿化 建设 的 不 协调性 。 以此 提出 了 城市绿化 建设 的 新思路 、 新理念 ， 以 实现 城市绿化 的 多层次性 、 立体感 、 美感 、 艺术 感 的 有机 结合 ， 更好 地 发挥 城市绿化 在 城市 生态建设 中 的 主体作用 和 地位 。,城市绿化_生态建设
"尊重 和 保护 人权 是 各国 应负 的 国际 义务 , 各国 均 应 采取 必要 的 措施 来 保护 人权 . 作者 指出 , 保护 人权 与 维护 主权 二者 并 不 相悖 , 各国 只有 在 平等 、 相互尊重 主权 的 基础 上 , 才能 促进 人权 保护 的 发展 .  ",人权_主权
随着 人们 对 生态环境 的 重视 ， 各种 生态园林 在 各地 逐步 兴起 。 园林景观 是 自然 与 人工 美学 的 结合 ， 是 艺术性 的 创造 。 园林 的 施工工艺 对 园林 的 美观 性 和 整体 效果 具有 很大 影响 ， 因此 对 园林施工 的 创新 工艺 研究 可以 很 好 的 改善 园林 的 工艺性 和 美观 性 ， 促进 我国 园林 的 建设 水平 的 进步 。 由于 人们 生活 生平 的 提高 ， 对 园林施工 效果 的 要求 也 越来越 苛刻 ， 这种 情况 下 亟需 对 施工 创新 工艺 进行 研究 和 探讨 。 本文 从 我国 现阶段 的 园林施工 工艺 着手 ， 对 园林施工 的 创新性 工艺 进行 了 分析 和 探究 ， 对 我国 园林施工 工艺 的 发展 具有 一定 的 指导性 。,园林_施工_工艺
"理论 与 实践 关系 的 难题 并非 天然 存在 , 而是 被 某种 "" 哲学 "" 所 造成 的 . 西方哲学 以 有别于 日常 劳碌 的 神性 之 "" 看 "" 宣告 自己 的 诞生 , 宣告 了 智慧 之爱 的 "" 理论 "" 性 , 同时 也 宣告 了 哲学 与 实践 的 对立 . 西方哲学 是 "" 看 "" 的 隐喻 化 及其 系统化 , 其 典范 是 柏拉图 的 "" 相 "" 论 . 评论 这 类 哲学 的 隐喻 根据 及其 与 实践 的 对立 , 可 从 另类 与 实践 并 无 紧张 关系 的 哲学 性 隐喻 即 "" 道 "" 论 出发 , 使 "" 相 "" 论 与 实践 的 张力 昭然若揭 . 理论 既 已 疏离 于 实践 , 就 再 难 回过头来 统驭 实践 , 因此 "" 实践 ‘ 哲学 ' "" 之难 便 在于 它 不是 毁坏 实践 , 就是 毁坏 哲学 .",理论_实践_哲学_道_相
"航天器 的 热平衡 试验 持续时间 长 , 费用 巨大 , 缩短 热平衡 试验 时间 能够 有效 的 缩短 航天器 开发周期 和 节约 研制 费用 . 在 航天器 的 热平衡 试验 中 温度 稳定 判据 给出 了 结束 试验 的 条件 . 本文 对 应用 和 不 应用 温度 外 推 结果 的 两种 温度 稳定 判据 做 了 简要 介绍 , 详细 比较 了 应用 这 两种 不同 温度 稳定 判据 时 的 试验 结果 和 持续时间 . 结果表明 热平衡 试验 中 温度 稳定 判据 应用 了 温度 外 推 结果 后 能够 在 准确 获得 试验 温度 的 同时 缩短 试验 时间 .",航天器_试验_温度_稳定
"新一轮 课程 改革 仅仅 依靠 行政 指令 和 专家学者 的 鼓动 来 推进 是 不够 的 , 百万 中小学 教师 是 新课改 的 实践者 和 主力军 , 只有 激发 他们 参与 的 内驱力 , 充分调动 他们 的 主动性 和 热情 , 改革 才 有望 成功 . 当前 教师 由于 认识 上 的 偏离 、 习惯 的 惰性 、 能力 与 信心 的 不足 、 职业倦怠 、 外 在 诱因 不明 、 相关 条件 欠缺 等 原因 , 参与 新课改 的 内驱力 普遍 不足 . 要 通过 激活 教师 使命感 、 提高 他们 的 自我 效能 感 、 为 他们 提供 必要 的 外部 诱因 并 营造 适宜 课改 的 学校 环境 等 策略 来 激发 他们 参与 课改 的 内驱力 .",新课改_教师_内驱力
"媒介 功能 成为 网络媒体 叙事 内容 的 组成部分 . 网络媒体 呈现出 思想 文化 的 哲理性 结构 和 媒介 技术 功能 的 技巧性 结构 , 即 "" 道 "" 与 "" 技 "" 互动 共构 的 文本 叙事 特征 . 评点 通过 "" 跟帖 "" 的 方式 创造 了 一种 新 的 阅读 范式 , 这 不仅 在于 开拓 了 公共 空间 , 而且 也 在于 将 多媒体 元素 设置 为 阅读 路标 , 不断 培育 新 的 阅读者 和 "" 跟帖 "" 者 , 点醒 阅读者 的 "" 跟帖 "" 和 "" 转帖 "" 的 精神 兴奋点 , 酿造 浓郁 的 交互 阅读 趣味 , 并且 使人 把 交互 阅读 趣味 化为 精神 生命 的 欲望 . "" 信息 - 评点 - 阅读 - 评点 "" 循环往复 以致 交互 无限 . 这样 , 信息 作为 叙事 之元 被 黏附 于 动态 的 、 "" 跟帖 "" 式 的 评点 , 从而 实现 作为 网络媒体 叙事学 的 一般性 意义 , 即 从 信息 文本 个体差异 的 特征 中 , 抽象 出 控制 叙事 和 叙事 过程 中 与 叙事 相关 的 规则 体系 .",网络媒体_叙事学_结构_评点
"庄子 和 萨特 虽然 都 不约而同 地 呼唤 自由 , 但 他们 关于 自由 的 理念 却是 有 很大 的 区别 的 . 庄子 的 精神 自由 是 消极 的 , 萨特 的 心灵 自由 是 积极 的 . 庄子 认为 要 想 实现 自由 理想 , 就要 顺任 自然 、 "" 洗心 去 欲 "" ; 萨特 则 认为 "" 人 命定 是 自由 "" , 实现 自由 理想 , 就是 要 让 人 认识 到 自己 是 自由 的 , 勇于 自我 选择 、 自我 造就 、 自我实现 .",庄子_萨特_自由
"介绍 一种 绘制 海洋 沉积物 类型 分布图 的 新 方法 . 假定 构成 海洋 沉积物 粒度 ( 砂 、 粉砂 和 粘土 ) 的 比例 数值 在 海床 分布 呈 线性 或 非线性 渐变 过程 . 在 绘图 海域 内 , “ 无缝 ” 加密 设置 有限 个 插值 点 , 避开 不易 操作 的 类型 插值 问题 . 利用 已知 采样 点 沉积物 中砂 、 粉砂 和 粘土 比例 数值 , 直接 采用 数值 方法 单 因子 插值 , 根据 每个 插值 点 沉积物 中砂 、 粉砂 和 粘土 比例 数值 , 按谢 帕德 沉积物 分类 方法 , 确定 每个 点 的 沉积物 类型 , 并用 相应 色彩 代表 , 形成 海洋 表层 沉积物 类型 分布图 . 实际 绘图 结果表明 , 本 方法 优于 传统 海洋 沉积物 类型 分布图 绘制 方法 .",沉积物_分类_绘图_数值
"  现实主义 艺术创作 是 一个 古老 的 话题 , 当下 又 开始 得到 了 人们 的 关注 , 可能 是 自己 从小 所受 的 教育 使然 , 对 现实主义 的 艺术作品 总有 一种 莫名 的 钟爱 , 在 艺术创作 的 过程 中 也 总 离不开 这 条 轨迹 .",现实主义_艺术创作_艺术作品_教育_轨迹
本文 总结 了 在 荔南 地区 进行 大棚 水蜜桃 种植 的 土肥 水 管理 、 疏花 疏果 、 整形 修剪 、 病虫害 防治 等 栽培技术 ， 为 今后 苏南地区 大棚 栽培 水蜜桃 提供 科学依据 。,大棚_水蜜桃_栽培技术
"本文 提出 了 现阶段 森林 管护 工作 存在 的 问题 , 概述 了 加强 森林 管护 工作 的 方法 , 林业 工作 的 一项 重要 内容 是 对 森林资源 的 管护 工作 , 主要 应从 制度 、 宣传 等 多方面 举措 入手 , 提高 森林 管护 的 质量 , 应从 强化 森林 管护 工作 的 措施 出发 .",森林_管护_措施
"蒋介石 为何 暗杀 杨杏佛 , "" 杀 杨儆宋 "" 说 曾 长期 流行 , 照 此 杨成 了 过渡 的 工具 , 成 了 用以 警示 并 可 替代 的 牺牲品 . 其实 "" 杀 杨 "" 是 必然 的 , 此举 并非 针对 宋庆龄 , 主要 目的 是 要 扼杀 民权 保障 同盟 , 一举 扫除 专制 道路 上 的 障碍 . 况且 动机 只是 一个 方面 , 还有 个人 原因 也 很 重要 , 即 具体 暗杀 对象 与 被 选 个人 的 情况 有关 . 在 蒋介石 眼里 , 杨是 一大 祸害 , 他 曾 不顾 禁令 如实 报道 苏区 , 现 又 为 民权 保障 同盟 总干事 , 到处 营救 政治犯 , 做 了 许多 共产党 想 做 而 做 不到 的 事情 . 有 如此 "" 前 因 "" "" 后果 "" 的 考虑 , 民权 保障 同盟 中 最 能干 最起 作用 的 杨杏佛 自然 便成 了 被 暗杀 的 首选 . 杨杏佛 被 杀 的 动机 和 原因 究竟 如何 , 关系 对 他 的 评价 能否 如实 到位 .",杨杏佛_蒋介石_暗杀
"牛仔服装 的 洗水 是 牛仔服 新 风格 形成 的 关键 工序 , 水洗 方法 的 选择 和 水洗 工艺 的 制定 , 决定 了 牛仔服装 的 风格 和 产品 档次 . 牛仔 成衣 后 整理 洗水 加工 的 工艺 方法 , 包括 喷砂 、 猫须 、 退浆 、 酵洗 、 酵 石磨 、 漂洗 及解 漂 、 双氧水 煮 漂 、 高锰酸钾 漂等 , 文中 具体分析 了 各 工艺流程 、 工艺 处方 和 相关 的 注意事项 .",整理_水洗_牛仔服装
大树移植 有 其 特殊性 与 局限性 ， 需要 专业 的 技术 ， 移植 后 也 需要 专门 的 护理 ， 从而 保证 大树移植 的 成活率 。 本文 主要 对 园林工程 中 大树移植 与 养护 技术 进行 了 探讨 与 分析 。,园林工程_大树移植_养护
"分析 了 现阶段 我国 发展 经济林 产业 的 意义 , 探讨 了 经济林 技术 的 推广 措施 , 供 同仁 指导 与 参考 .",经济林_技术_推广
"闽西 发展 红色旅游 具有 独特 的 资源优势 、 区位 优势 、 交通 优势 和 政策 优势 , 是 一项 重要 政治 工程 、 文化 工程 和 经济 工程 . 闽西 发展 红色旅游 必须 坚持 科学 发展观 , 加强 领导 , 创新 机制 , 整合 资源 , 科学 规划 , 打造 红色旅游 的 知名品牌 .",闽西_红色旅游
"为 探究 原生 生物 在 治理 富营养化 水体 水华 方面 的 潜在 作用 , 使用 一种 原生 生物 一 草履虫 与 生长期 和 成熟期 四尾 栅藻 混合 培养 , 研究 草履虫 的 吞噬 性 对栅藻 的 生长 抑制作用 . 结果表明 , 在 繁殖 旺盛 、 生长 活跃 的 时期 , 草履虫 通过 其 在 捕食 过程 中 的 吞噬作用 , 能够 对栅藻 产生 吞噬 . 在 栅藻 生长 稳定期 , 草履虫 对栅藻 具有 一定 的 吞噬 效率 , 最大 吞噬 效率 达到 8.93 ％ . 在 栅藻 繁殖 较为 迅速 的 对数 生长期 , 草履虫 对 其 具有 明显 抑制 效果 , 显著 延迟 栅藻 的 生长 .",草履虫_栅藻_吞噬_抑制
"近年来 , 城市 的 规划 和 建设 让 社会各界 对 城市 园林规划 建设 越来越 重视 , 相关 的 部门 不断 投入 资金 , 现代 城市 园林景观 设计 越来越 向 世界 先进 水平 靠拢 . 在 城市规划 与 建设 中 , 很多 城市 已经 把 园林景观 设计 放在 重要 位置 , 但 不得不 承认 , 园林景观 建设 还 存在 很大 的 问题 . 基于 此 , 本文 探讨 了 当代 园林景观 设计 发展趋势 .",当代_园林景观_设计_发展趋势
"麦秸 刨花板 作为 一种 新型 人造板 , 由于 其 对 环境保护 重要 贡献 , 受到 人们 的 普遍 关注 和 重视 , 但 其 在 实际 生产 过程 却 面临 着 一系列 的 问题 . 作者 结合 生产 试验 , 研究 了 麦秸 刨花板 的 生产工艺 , 提出 了 具体 的 工艺 参数 和 工艺 措施 . 对 该 产品 的 开发 生产 具有 很 好 的 指导作用 .",麦秸_刨花板_生产工艺
中国 处于 亚洲 东部 中央 ， 邻国 众多 ， 周边 地缘 环境 极其 复杂 ， 需要 开展 以 空间 分异 为 基础 的 地缘 环境 分析 与 研究 。 然而 ， 现有 的 地缘 环境 研究 并 没有 提出 完整 的 地缘 环境区划 方法 ， 也 没有 给出 相应 的 地缘 环境 单元 划分 方案 。 本 研究 综合 地缘 政治 、 国际 关系 、 地理学 等 学科 的 知识 ， 参考 地理学 中 传统 区划 方法 的 思路 ， 构建 地缘 单元 划分 方法 。 该 方法 包括 地缘 环境 单元 划分 原则 、 地缘 环境 单元 划分 流程 、 多 指标 综合 评价 模型 三个 部分 。 应用 于 南亚 四国 后 ， 将 南亚 四国 划分 为 四级 地缘 环境 单元 ， 其中 三级 地缘 环境 单元 有 19 个 ， 四级 地缘 环境 单元 有   9 个 。 南亚 四国 地缘 环境 单元 分区 的 实例 研究 表明 ， 该 方法 有助于 快速 把握 周边 地缘 环境 的 总体 格局 ， 加深 对 重点 地区 地缘 环境 态势 的 认识 ， 能为 周边 外交 和 周边 地缘 环境 分析 提供 技术 方法 支持 。,地缘_环境_划分_南亚
"油松 与 樟子松 是 我国 北方地区 重要 的 绿化 树种 和 用材 树种 , 在 国土 绿化 、 风沙源 治理 等 方面 发挥 着 重要 作用 . 为了 充分利用 杂种优势 , 开展 了 油松 、 樟子松 的 杂交 试验 . 在 总结 油松 与 樟子松 杂交育种 技术 的 基础 上 , 对 油松 与 樟子松 的 杂交 技术 要点 进行 了 介绍 , 对 油松 、 樟子松 的 品种 选择 的 标准 、 授粉 前 的 技术 准备 、 花粉 的 采集 、 人工授粉 技术 进行 了 论述 , 以期 为 今后 的 杂交育种 工作 提供 参考 和 借鉴 .",油松_樟子松_杂交
"兼职教师 在 美国 高校 已经 是 一个 具有 相当规模 的 、 不容忽视 的 群体 . 本文 介绍 了 当前 美国 高校 兼职教师 的 分布 和 构成 , 解析 了 美国 高校 大量 使用 兼职教师 的 原因 , 并 对 兼职教师 的 待遇 和 教学质量 作 了 初步 的 探讨 .",美国_高校_兼职教师
"简述 了 我国 印染 废水 现状 , 分析 了 工厂 废水处理 中 存在 的 问题 . 根据 纤维 种类 和 染整 工艺 , 详细 列出 了 染整 废水 的 主要 来源 , 主要 纤维 品种 常用 染料 和 配套 使用 的 助剂 . 对 棉及 混纺 机 织物 、 棉及 混纺 针织物 、 毛 、 丝绸 、 麻 、 蜡染 织物 等 产生 的 印染 废水 水质 作 了 总结 .",染整_废水处理_水质_来源
一 、 经 国务院 批准 ， 第三届 中国 地方志 指导 小组 于 2001 年 12 月 13 日 成立 并 于 同月 19 日 举行 第一次 会议 。 李铁映 连 任组长 ； 朱佳木任 常务 副组长 ； 高强 、 徐根初 、 毛福民 任 副组长 。 二 、 经 国务院 批准 ， 全国 地方志 第三次 工作 会 … …,中国_地方志_国务院_小组_会议_高强
"亚欧会议 至今 已 历时 10 年 , 是 目前 亚欧 两大洲 之间 最具 影响力 的 合作 对话 机制 , 已 在 经济 合作 、 政治 对话 、 文化交流 三大 领域 取得 了 可喜成绩 . 随着 亚欧 合作 的 不断深入 , 亚欧会议 在 今后 将 面临 诸多 挑战 , 尤其 是 如何 应对 地区 一体化 发展 和 文化 观念 上 的 差异 、 亚欧会议 的 机构 建设 、 美国 在 亚欧 的 影响 等 . 对 中国 而言 , 亚欧会议 是 开展 多边 外交 、 加强 地区 合作 的 一个 重要 舞台 . 中国 的 积极参与 , 推动 了 亚欧 合作 的 发展 .",亚欧会议_中国
本文 探讨 了 有关 刺柏 扦插 育苗 技术 知识 。 刺柏 是 一种 较难 扦插 生根 的 树种 ， 成熟作用 使 其 生根 困难 。 笔者 经过 多年 的 实践 ， 初步 总结 了 刺柏 扦插 成活 的 要领 。,刺柏_扦插_育苗
"对 干燥 和 吸湿 过程 中 样品 水分 、 空气 温度 和 相对湿度 等 因素 导致 糙米 产生 裂纹 进行 了 系统 研究 . 结果表明 , 干燥 过程 中 糙米 产生 裂纹 较 少 , 高 水分 糙米 降水 幅度 大 , 较易 出现 裂纹 . 糙米 的 干燥 温度 越高 , 干燥 速度 越 快 , 米粒 内部 的 水分 梯度 与 应力 梯度 也 越 大 , 越 容易 产生 裂纹 ; 吸湿 过程 中 , 湿度 对 糙米 裂纹 的 产生 有 显著 影响 , 样品 水分 和 温度 的 影响 不 显著 . 储藏 过程 中 合理 控制 环境湿度 , 可 显著 减少 裂纹 的 产生 .",干燥_吸湿_糙米_裂纹
"本文 论证 , 戊戌政变 , 袁世凯 没有 八月 初四 日 在 北京 告密 的 必要 与 条件 , 徐世昌 初四 日 告密 说 没有 根据 . 奕 劻 亦非 接受 袁世凯 告密 之 人 , 荣禄 才 是 告密 的 最佳人选 . 袁世凯 并未 党 附 维新派 , 光绪帝 对 袁世凯 的 知遇之恩 远 早于 维新 党人 , 而 保全 光绪帝 , 是 袁世凯 保全 自己 的 必然选择 . 袁世凯 日后 的 飞黄腾达 , 并非 慈禧太后 对 其 告密 的 奖赏 .",戊戌政变_袁世凯_告密
"“ 上火 ” , 属于 传统 中医 术语 , 是 指 人体 阴阳 失衡 , 内火 旺盛 所致 的 证候 群 , 多因 人体 脏腑 功能 失调 引起 , 而 现代 研究 发现 “ 上火 ” 主症 ( 如 : 口腔溃疡 、 牙龈炎 、 干眼 、 面部 疱疹 等 ) 皆 与 病毒 有关 .",上火_病毒
"目的 : 在 医院 局域网 内 实现 流媒体 教学 , 为 学习者 在 空间 和 时间 上 提供 便利 条件 . 方法 : 构建 流媒体 服务器 , 在 工作站 实现 药学 及其 他 学科 教学 课件 的 视频点播 功能 , 随时 在线播放 . 结果 与 结论 : 该 方法 简便易行 , 所 需 设备 成本低 , 有利于 促进 院内 继续 教育 开展 , 值得 大规模 推广 .",局域网_流媒体_教学_课件_视频点播
介绍 了 铜山 铜矿 矿石 自燃 发火 特征 及用 稀 水泥浆 阻燃 灭火 的 方法 。 通过 井下 灭火 试验 ， 得出 了 铜山 铜矿 合理 的 阻燃 灭火 参数 ， 证明 在 铜山 铜矿 矿石 条件 下 ， 选用 稀 水泥浆 灭火 是 可行 的 。,铜矿_自燃_阻燃_灭火
"在 黄宗羲 思想 研究 中 , 心性 与 政治 之 关系 并未 得到 充分 讨论 . 心性 之学 实为 黄宗羲 秩序 重建 的 全副 努力 中 的 一个 有机 组成部分 , 其心学 理论 建构 中 对 本体 与 工夫 的 兼重 , 正 指向 对 晚明 思想界 应虚蹈空 的 心学 末流 与 机械 变诈 的 功利主义 两种 倾向 的 救 正 . 对于 力行 工夫 的 强调 , 意在 使 道德 本体 始终保持 经世 实践 之 品格 ; 而 对于 本体 之贞定 , 则 意在 令 功利 事业 始终 受到 道德 意识 之 规约 , 由此 而 展现出 心 学 重塑 与 秩序 重建 之间 的 密切 关联 . 这一 努力 具体 可 分为 三个 层次 . 首先 , 通过 对 王门 后学 本体 、 工夫 诸派 的 批判 吸收 , 黄宗羲 试图 以主静 工夫 保证 良知 本体 之 绝对性 , 并 通过 气 一元论 而 使 之 不 落空 悬 , 能够 外 化为 敬事 之心 而 落实 于 广义 的 经世 实践 . 其次 , 黄宗羲 对 佛教 的 批判 主要 着眼于 政治 维度 , 强调 儒家 道德 精神 之 于 秩序 构建 的 主导地位 . 最后 , 通过 与 潘平格 的 论辩 , 黄宗羲 力图 呈现 一种 强调 良知 指引 政治 , 而 非 道德 代替 政治 的 思想 取向 .",黄宗羲_心学_经世_本体_力行
"本文 针对 雷内 · 凡 · 祖克 设计 的 阿姆斯特丹 建筑 中心 进行 介绍 , 讨论 了 在 特定 环境 中 建筑师 对 空间 、 表皮 、 形体 的 独特 创作 .",环境_空间_表皮_形体
"国家 享有 以及 行使 国家 所有权 , 均 表现 其 作为 公权 载体 的 性质 而 非 作为 私权 载体 ( 法人 ) 的 性质 . 不论是 农村 "" 集体 "" 还是 城镇 "" 集体 "" , 在 物权法 上 都 没有 其 主体 地位 . 法人 应为 其 财产 的 所有权 主体 , 非法人 团体 不 具有 独立 财产 , 不得 享有 财产 所有权 和 他物权 . 物权法 上 的 物权 主体 应为 自然人 与 法人 , 国家 作为 具有 公权 性质 的 国家 所有权 的 主体 , 在 物权法 上 具有 不同于 自然人 与 法人 的 特殊 主体 地位 , 而 集体 与 非法人 组织 , 均 非 物权 主体 .",物权_主体_所有权
“ 天兄 ” 代言人 萧朝贵 与 “ 天父 ” 代言人 杨秀清 之间 并非 纯粹 的 同盟 、 挚友 ， 两人 在 合作 共事 的 背后 ， 隐藏 着 鲜为人知 的 矛盾 。 在 太平天国 的 孕育期 ， “ 天兄 ” 曾 通过 揽权 、 培植 私党 、 代理 首辅 ， 试图 创造 超越 “ 天父 ” 权威 的 神话 。 在 金田团 营 的 关键时刻 ， 萧朝贵 还 利用 直接 命令 、 诋毁 中伤 、 孤立 压制 等 手段 欲 使 病重 的 杨秀清 脱离 上帝 会 的 权力 核心 ， 实现 自己 的 政治 抱负 。 但 “ 天兄 ” （ 萧朝贵 ） 与 “ 天父 ” （ 杨秀清 ） 之间 的 关系 也 不能 简单 地 视为 对手 、 仇敌 ， 两者 微妙 的 政治 、 宗教 关系 以及 太平天国 生存 的 主客观 环境 ， 都 决定 了 萧朝贵 的 “ 夺权 ” 仅 是 一股 无法 逾越 地表 的 政治 暗潮 。,萧朝贵_杨秀清_天兄_天父_太平天国
  红尾 皇冠 是 近年来 受 观赏鱼 爱好者 宠爱 的 一咎 观赏鱼 .,皇冠_观赏鱼_爱好者
"二向色性 偶氮染料 分子结构 上 的 特性 和 可 修饰 性 , 使 其 在 液晶 彩色显示 中 得到 重要 的 应用 . 与 液晶 掺杂 后 这类 染料 表现 出 许多 良好 的 光电 特性 , 如 具有 宽 液晶显示 的 视角 、 增加 显示 亮度 等 . 简要 介绍 与 归纳 了 近几年来 发现 和 新 合成 的 偶氮染料 与 液晶 共 混后 产生 的 吸光 性质 、 二向色性 以及 偶氮染料 在 液晶 中 的 溶解性 和 稳定性 , 并 展望 了 这类 染料 的 合成 方向 .",液晶显示_偶氮染料_二向色性_稳定性_溶解性
"本文 对 最低工资 不利于 农民工 就业 的 各种 观点 进行 了 反驳 . 指出 , 政府 需要 制定 相应 的 劳动力 保护 政策 , 以 维护 社会 公平 . 通过 制定 最低工资 , 吸引 农民工 加入 工会 , 壮大 农民工 在 经济 利益 上 合法 抗争 和 博弈 的 能力 , 同时 建立 和 健全 农民工 的 社会保障 体系 , 可以 阻止 农民工 劳动 供给 曲线 向 右下方 的 无 限制 发散 . 本文 提出 了 农民工 实行 最低工资 的 可行性 , 并 对 最低工资 法 的 实施 效果 给予 了 肯定性 评价 .",最低工资_农民工_就业
"文章 从 家宅 的 建筑 原型 为 出发点 , 将 建筑 的 形式 与 家宅 的 庇护 、 蜷缩 、 伸展 等 意象 联系 起来 , 从而 尝试 对 张雷 的 两座 建筑 -- 混凝土 "" 缝之宅 "" 和 "" 三间 院 "" 进行 一种 心理 图式 的 阅读 .",家宅_图式_原型
澳门 地少 人密 ， 据说 澳门 是 世界 人口密度 最大 的 港口 之一 ， 所以 澳门 人 最大 限度 地 利用 空间 ， 这 也 必然 导致 最大 限度 地 利用 时间 。 澳门 的 建筑 十分 密集 ， 几十层 的 摩天大楼 相距 不过 十米 ， 简直 伸手 可及 。 澳门 位于 广东省 南部 、 珠江口 北 ...,澳门_人口密度_摩天大楼_珠江口_广东省_南部_空间_建筑_港口
"本文 研究 了 在 覆盖 族 产生 的 拓扑 不变 的 条件 下 覆盖 族 的 约简 问题 . 利用 拓扑学 理论 讨论 覆盖 广义 粗糙集 的 约简 理论 , 给出 计算 约简 的 方法 , 丰富 了 覆盖 广义 粗糙集 理论 .",粗糙集_覆盖_拓扑_约简
"我国 远洋渔业 在 经历 了 近 二十年 的 发展 历程 后 , 已经 从 单靠 规模 扩张 即可 获利 的 暴利 时代 进入 到 多种 竞争 因素 共同 左右 行业 发展 的 完全 部分 时代 . 中国 的 远洋渔业 已经 走到 了 一个 战略 的 "" 十字路口 "" . 笔者 根据 多年 从事 远洋渔业 的 生产 和 管理 经验 , 从 战略 管理 的 角度 , 对 远洋渔业 企业 的 行业 地位 、 资源 环境 和 经营 特征 进行 了 分析 比较 , 进而 对 影响 我国 远洋渔业 企业 行业 竞争力 的 五个 方面 因素 进行 了 全面 剖析 .",远洋渔业_竞争力_分析
